TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx37	SIRV7	316525.7234	304617.65404	439845.13889	356483.28091	811434.56161	777769.10949
BambuTx38	SIRV7	217682.80585	215471.24348	281889.54537	249327.94283	600721.42099	565093.08818
BambuTx39	SIRV3	7033.69107	511001.62775	787120.16855	7958.71437	991163.04536	15508.3205
BambuTx40	BambuGene23	5	20	26	5	47	7
BambuTx41	BambuGene23	0	2	3	0	1	2
BambuTx42	BambuGene38	4756.75059	642.91943	13.84377	3.2242	110.98796	11.79889
BambuTx43	BambuGene39	619	249156.14717	1.28458	685.86117	0.01326	0.00015
BambuTx44	BambuGene39	619	927.4363	247.92961	702.83297	959.98405	0.00015
BambuTx45	BambuGene39	619	59350.22077	500918.45111	685.86117	143987.65018	0.00015
BambuTx46	BambuGene40	0	6	7	0	4	0
BambuTx47	BambuGene40	7	93	213	9	309	10
BambuTx48	BambuGene40	102	205	510	144	581	291
BambuTx49	BambuGene38	4766.74823	10414.57101	45569.57986	3.6651	18149.83416	14216.57058
BambuTx50	BambuGene38	4756.75059	10749.99352	1104.52485	21598.88651	6650.68971	14216.57058
BambuTx51	BambuGene38	4756.75059	21001.51604	11099.05152	3.2242	34146.48817	3307.05995
BambuTx52	BambuGene39	619	16244.83234	139.32933	685.86117	41.88032	0.00015
BambuTx53	BambuGene39	619	10.36899	10463.35589	685.86117	9797.77489	0.00015
BambuTx54	BambuGene39	619	6.76036	17.42984	685.86117	37346.75437	0.00015
BambuTx55	BambuGene40	0	0	7	0	0	0
BambuTx56	BambuGene23	0	0	0	3	0	0
BambuTx57	BambuGene39	619	51283.23406	60936.21965	685.86117	385773.94293	9137.99911
BambuTx58	BambuGene36	0	31	10	9	26	46
SIRV206	SIRV2	75	55	30	33	45	62
SIRV301	SIRV3	445753.08342	282703.43269	442657.71002	494376.78817	447421.12426	898345.81084
SIRV305	SIRV3	203.05887	896.00458	406.00377	179.04308	908.00411	529.09308
SIRV507	SIRV5	86.00006	6491.0057	2975.01115	82	7245.01723	211.00007
SIRV609	SIRV6	1247.05659	3370.28906	1588.52527	1265.08099	3774.51734	3426.62123
SIRV702	SIRV7	3020.90802	177033.57127	282237.18694	3200.76697	289569.51975	5275.13983
SIRV705	SIRV7	159782.13027	244277.10529	410126.5194	177222.55039	438508.05869	334733.66498
