TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
SIRV202	SIRV2	318963.1582	5551.62056	5811.38456	320531.90187	6061.73039	504754.4542
SIRV205	SIRV2	0	692.45864	0	0	0	0
SIRV206	SIRV2	75.00168	55.00134	30	33.00377	45.00133	62.00449
SIRV301	SIRV3	442647.89572	278015.681	434287.12535	491841.49362	435569.31577	892956.16825
SIRV305	SIRV3	203.07235	896.00463	406.00349	179.05104	908.00438	529.11205
SIRV306	SIRV3	38104.05625	80685.03931	150984.67573	38397.87235	154579.12326	68252.40031
SIRV307	SIRV3	56639.76356	63002.46104	65589.94992	65417.90956	156936.2852	151592.31197
SIRV308	SIRV3	4809	671	368	4908	766	13302
SIRV309	SIRV3	11081.98309	26311.82356	23925.34205	13507.70895	62813.37477	28111.73507
SIRV310	SIRV3	52.02323	8252.09004	4441.39823	62.02179	11805.23364	169.05885
SIRV403	SIRV4	5729.62343	77896.03678	48403.62165	6504.75372	144252.30434	16898.47637
SIRV405	SIRV4	29	4114.54292	2195.39967	34	5701.4744	107.01247
SIRV406	SIRV4	21659	2568	1477	23950	4005	62647
SIRV409	SIRV4	41603.8142	101198	159039	47557.24709	156470.02821	74963.82745
SIRV410	SIRV4	783958.1858	48296	66176	914784.75291	141862.97179	1940018.17255
SIRV503	SIRV5	379	1548.00957	797.00293	355.00092	1990.00534	968.00072
SIRV507	SIRV5	86.00007	6491.0059	2975.01146	82	7245.01799	211.00008
SIRV508	SIRV5	1071644.51201	85272.96628	132560.16315	1231603.47306	145338.14055	2171517.93294
SIRV510	SIRV5	3134.96465	283551.18801	339965.0882	3384.74953	377505.69996	5779.46635
SIRV511	SIRV5	110.29419	9927.74315	5662.45535	114.07775	17831.47367	322.65014
SIRV512	SIRV5	5.43243	8.23788	12.63924	3.33783	13.19477	5.38179
SIRV602	SIRV6	33733.06443	3831.99208	2159.4544	34049.25652	5808.29991	89114.51511
SIRV605	SIRV6	29383.77321	55704.35172	80688.12559	33751.38512	125750.58242	63265.77615
SIRV606	SIRV6	2098.86188	2328.11207	1054.01117	2292.66308	2422.3987	5374.75734
SIRV607	SIRV6	982.01627	1544.37358	848.2025	1115.06132	2045.179	1848.09901
SIRV608	SIRV6	2.3032	8.57216	12.40951	5.02639	8.66566	0
SIRV609	SIRV6	1247.03804	3366.15653	1585.18901	1265.05692	3768.09018	3424.10692
SIRV610	SIRV6	28348.00186	46146.38335	72471.86203	33186.75467	79565.35706	52492.75972
SIRV611	SIRV6	18.0008	1144.06857	1199.2101	30.00198	1608.04252	944.04304
SIRV612	SIRV6	405208.78323	95695.63211	176914.87518	456043.92044	175121.27869	795456.54591
SIRV613	SIRV6	134272.68494	164069.29758	299262.23469	153075.20036	298825.9928	273037.69547
SIRV615	SIRV6	40687.40354	80112.5862	81381.47716	44935.27028	211941.37332	103829.66429
SIRV701	SIRV7	0.00856	0.01685	217487.758	0.00981	236664.35294	0.02119
SIRV702	SIRV7	2702.3461	170824.1542	272399.52887	2948.84683	276902.35365	4811.73598
SIRV703	SIRV7	3483.93662	308702.4841	455587.18808	3987.60751	496833.76139	7412.10997
SIRV704	SIRV7	15	1472.00593	819.00119	10	1941.00721	39
SIRV705	SIRV7	160513.3845	261772.03524	217487.758	177830.34118	236664.35294	335942.85033
SIRV706	SIRV7	534190.32422	520071.30367	721696.76586	605800.19467	1412120.17187	1342843.28253
