TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
SIRV307	SIRV3	56634.76044	63002.47049	65589.84244	65413.86699	156935.56969	151584.20661
SIRV308	SIRV3	4809	671	368	4908	766	13302
SIRV309	SIRV3	11081.33658	26311.92033	23925.33181	13507.20151	62813.06	28110.61001
SIRV310	SIRV3	52.02038	8252.11961	4441.39763	62.01957	11805.18513	169.05244
SIRV311	SIRV3	0	0	0	0	0	0
SIRV403	SIRV4	2055.11873	70516.54152	44539.76336	2356.23241	134040.49991	6293.71313
SIRV404	SIRV4	3674.73738	7380.08199	3865.12501	4148.6365	10214.42791	10604.89182
SIRV405	SIRV4	29	4114.55318	2195.40444	34	5701.47657	107.01241
SIRV406	SIRV4	21659	2568	1477	23950	4005	62647
SIRV409	SIRV4	41603.8142	101198	159039	47557.24709	156470.02821	74963.82745
SIRV410	SIRV4	783958.1858	48296	66176	914784.75291	141862.97179	1940018.17255
SIRV501	SIRV5	20884.20538	50019.23102	66262.29789	21619.33309	65204.60097	35819.47153
SIRV503	SIRV5	379	1548.00932	797.00285	355.00087	1990.00513	968.00067
SIRV504	SIRV5	19065.32708	42911.65389	57924.21029	21637.91309	59186.10449	31829.44504
SIRV505	SIRV5	340175.73894	484372.60217	757912.2873	378079.77015	827965.5385	707086.82117
SIRV506	SIRV5	3543.78115	5199.44255	3091.41972	3434.10727	9404.00945	9079.72053
SIRV507	SIRV5	86.00006	6491.00574	2975.0109	82	7245.01719	211.00007
SIRV508	SIRV5	1069019.91109	84899.39536	132330.41697	1229023.93211	144612.70636	2164823.20775
SIRV509	SIRV5	22006.03534	46762.74208	44383.00794	23634.03719	119854.92109	53869.57107
SIRV510	SIRV5	3047.27562	282045.6285	339144.33729	3291.40782	375277.01375	5568.19407
SIRV511	SIRV5	102.2215	9849.76932	5639.69888	100.17618	17717.02278	272.60887
SIRV512	SIRV5	8.57438	8.21855	12.70567	3.93808	13.25076	206.30501
SIRV602	SIRV6	33270.09916	3744.23266	2118.84353	34068.5955	5629.81343	89171.49289
SIRV603	SIRV6	4369.03069	376642.5504	571060.34556	4851.23205	576152.55627	9196.31504
SIRV604	SIRV6	127806.41723	102790.35314	186642.24988	130258.13994	191649.15244	241073.02447
SIRV605	SIRV6	29365.99939	55629.38528	80557.06913	33756.70052	125333.64293	63245.11191
SIRV606	SIRV6	314.04664	1934.6938	920.61288	294.70143	1983.77036	766.36607
SIRV607	SIRV6	981.94942	1540.46515	844.75075	1114.96876	2034.16036	1844.19607
SIRV608	SIRV6	2.01394	8.04124	12.03728	5.02876	8.04961	0
SIRV609	SIRV6	1247.02752	3366.04201	1585.00138	1265.01885	3768.03146	3424.06198
SIRV610	SIRV6	23987.48917	46116.43525	73874.04656	28371.66699	80876.892	44712.19423
SIRV611	SIRV6	17.03669	926.32755	1061.90961	14.06935	946.08927	263.06417
SIRV612	SIRV6	278991.20185	0.01239	0.01718	326630.22865	0.03698	556473.73007
SIRV613	SIRV6	134287.20397	163981.49447	299215.40348	153164.34392	298715.20591	273156.23456
SIRV614	SIRV6	72.82853	284.91278	142.16113	65.82458	324.9307	133.32286
SIRV615	SIRV6	39526.63621	79455.62162	80466.66458	43899.13106	209814.65618	101509.60744
SIRV616	SIRV6	1776.53644	398.34955	135.5522	1985	442.77632	4590.31354
SIRV617	SIRV6	6.01714	227.50816	172.39304	35.97365	677.8794	700.81629
SIRV701	SIRV7	0.01213	0.01582	217340.41883	0.014	233977.00306	0.0298
SIRV702	SIRV7	2889.17477	170171.07002	273044.47886	3102.82488	279170.45493	5092.52931
SIRV703	SIRV7	3724.03508	307524.29852	455237.12795	4208.01415	499940.70563	7865.47067
SIRV704	SIRV7	15	1472.01043	819.002	10	1941.01025	39
SIRV705	SIRV7	160086.39065	263603.54151	217340.41883	177455.98285	233977.00306	335208.83275
SIRV706	SIRV7	316522.75937	304609.50867	439833.82082	356476.44894	811412.63087	777750.29127
SIRV708	SIRV7	217684.62801	215471.55502	281891.73271	249333.71518	600736.1922	565113.84621
