TXNAME	GENEID	day5-rep2-sirvs.aligned.sorted	day0-rep1-sirvs.aligned.sorted	day0-rep3-sirvs.aligned.sorted	day5-rep3-sirvs.aligned.sorted	day0-rep2-sirvs.aligned.sorted	day5-rep1-sirvs.aligned.sorted
BambuTx24	SIRV5	9725.49499	315105.52708	524981.35717	9422.42514	535806.53371	18154.13395
BambuTx25	SIRV5	22015.60469	46826.94572	44408.39626	23639.9324	119981.03259	53890.81841
BambuTx26	SIRV6	7404.6379	478657.65616	750216.19914	8146.12244	893346.13477	14764.10691
BambuTx27	SIRV6	36112.91518	4292.64439	2314.38942	36431.47833	6832.68145	97136.36976
BambuTx28	SIRV6	143793.34115	183773.11566	320724.47287	163799.50639	351589.09197	297547.18802
BambuTx29	SIRV7	3882.72095	319830.22223	471108.29182	4335.3272	519435.75864	8126.64458
BambuTx30	BambuGene38	4	7	7	1	4	7
BambuTx31	BambuGene38	2	1	0	0	3	0
BambuTx32	SIRV3	7032.97894	510905.56018	787111.15954	7958.64341	991143.85737	15508.931
BambuTx33	BambuGene23	5	20	26	5	47	7
BambuTx34	BambuGene23	0	2	3	0	1	2
BambuTx35	BambuGene36	4697.65049	666.12485	13.88024	3.23635	115.04863	11.88993
BambuTx36	BambuGene37	0.00008	259800.02917	1.29007	0.00007	190.45345	0
BambuTx37	BambuGene37	0.00009	720.54952	210.06974	18.37264	600.85871	0
BambuTx38	BambuGene37	0.00009	51706.58248	501082.15883	0.0001	132597.84632	0
BambuTx39	BambuGene38	0	6	7	0	4	0
BambuTx40	BambuGene38	7	93	213	9	309	10
BambuTx41	BambuGene38	102	205	510	144	581	291
BambuTx42	BambuGene36	4944.04853	10108.30802	45726.75805	3.65556	22161.20059	14203.76655
BambuTx43	BambuGene36	4697.65049	10772.03222	948.11989	21598.87175	2580.03089	14203.76655
BambuTx44	BambuGene36	4697.65049	21262.53491	11098.24181	3.23635	34201.7199	3332.57697
BambuTx45	BambuGene37	0.00009	13661.32188	119.64201	0.0001	41.83286	0
BambuTx46	BambuGene37	1564.99989	10.65308	14801.95015	1714.54237	8932.63575	0.00017
BambuTx47	BambuGene37	1564.99989	6.82839	17.66548	1714.54237	116420.83282	0.00017
BambuTx48	BambuGene38	0	0	7	0	0	0
BambuTx49	BambuGene23	0	0	0	3	0	0
BambuTx50	BambuGene37	1564.99989	51073.03548	56492.22371	1714.54237	319123.54009	9839.99966
BambuTx51	BambuGene34	0	31	10	9	26	46
SIRV205	SIRV2	0	0	0	0	0	0
SIRV206	SIRV2	75	55	30	33	45	62
SIRV301	SIRV3	445751.07653	282413.16492	442570.18145	494375.57113	447282.64895	898340.56047
SIRV305	SIRV3	203.05981	896.00467	406.00332	179.0435	908.00414	529.09455
SIRV307	SIRV3	56634.00058	63004.53562	65589.72504	65413.07164	156937.37951	151583.26709
SIRV406	SIRV4	21659	2568	1477	23950	4005	62647
SIRV507	SIRV5	86.00006	6491.00576	2975.01128	82	7245.01742	211.00007
SIRV510	SIRV5	3137.39256	286281.79332	341179.85401	3386.68443	381351.40361	5784.8304
SIRV605	SIRV6	29454.93324	55760.81933	80857.92983	33841.56461	125478.33882	63532.79859
SIRV609	SIRV6	1247.0567	3370.63392	1588.80514	1265.08077	3774.99735	3426.58535
SIRV612	SIRV6	435631.11582	107617.13055	189887.20361	489731.24746	206469.75564	871642.95137
SIRV702	SIRV7	3007.66768	176970.68148	281697.6556	3197.62876	289348.66668	5260.76801
SIRV705	SIRV7	159808.9586	244497.11092	410155.12592	177233.70741	438279.18427	334779.17696
SIRV706	SIRV7	534190.65277	520076.98537	721708.92667	605800.33663	1412127.3904	1342843.41046
